report_id,family_id,report_date,borough,child_age,child_race_ethnicity,allegation_type,reporter_type,reporter_accuracy_score,assigned_caseworker_id,caseworker_caseload,narrative,outcome
SCR000400,FAM00247,2021-08-08,Queens,17,Black/African American,Neglect - Educational,Law Enforcement,0.432,CW0007,33,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000401,FAM00076,2024-02-08,Manhattan,5,Unknown,Neglect - Educational,School/Educational Staff,0.338,CW0030,76,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000402,FAM00154,2021-11-15,Queens,6,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.475,CW0066,56,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000403,FAM00435,2022-07-12,Bronx,2,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.392,CW0030,54,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000404,FAM00086,2022-08-01,Staten Island,12,White,Neglect - Inadequate Supervision,Daycare/Childcare,0.372,CW0068,57,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000405,FAM00285,2024-05-23,Manhattan,10,Hispanic/Latino,Physical Abuse,School/Educational Staff,0.268,CW0058,51,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000406,FAM00220,2022-03-08,Brooklyn,2,Hispanic/Latino,Emotional Abuse,School/Educational Staff,0.245,CW0055,71,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000407,FAM00069,2022-12-04,Queens,1,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.291,CW0014,54,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000408,FAM00047,2022-02-21,Bronx,10,White,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.348,CW0077,46,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000409,FAM00094,2024-11-08,Queens,9,Black/African American,Physical Abuse,Daycare/Childcare,0.441,CW0077,73,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000410,FAM00453,2024-07-22,Bronx,3,Black/African American,Neglect - Inadequate Supervision,Daycare/Childcare,0.371,CW0077,41,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000411,FAM00204,2022-06-25,Manhattan,16,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.338,CW0037,45,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000412,FAM00218,2023-11-02,Brooklyn,1,Hispanic/Latino,Physical Abuse,School/Educational Staff,0.298,CW0044,66,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000413,FAM00474,2023-09-28,Bronx,6,Black/African American,Neglect - Medical,School/Educational Staff,0.341,CW0006,45,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000414,FAM00432,2022-05-30,Bronx,16,Black/African American,Emotional Abuse,School/Educational Staff,0.351,CW0026,46,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000415,FAM00341,2021-04-15,Bronx,5,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.211,CW0014,60,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000416,FAM00551,2021-07-09,Brooklyn,9,Black/African American,Physical Abuse,Family Member,0.199,CW0008,44,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000417,FAM00612,2024-07-23,Brooklyn,5,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.357,CW0024,42,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000418,FAM00289,2023-05-18,Manhattan,3,Asian,Physical Abuse,Hospital/Medical,0.434,CW0039,69,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000419,FAM00254,2022-07-21,Bronx,17,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.25,CW0049,56,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000420,FAM00357,2021-04-01,Bronx,5,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.188,CW0063,50,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000421,FAM00023,2021-01-08,Manhattan,15,Hispanic/Latino,Physical Abuse,Shelter Staff,0.262,CW0026,31,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000422,FAM00522,2022-11-15,Bronx,2,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.376,CW0010,37,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000423,FAM00100,2021-09-25,Queens,2,White,Neglect - Inadequate Supervision,School/Educational Staff,0.266,CW0077,71,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000424,FAM00180,2024-07-28,Queens,0,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.317,CW0058,36,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000425,FAM00223,2022-06-21,Manhattan,9,Hispanic/Latino,Neglect - Educational,Hospital/Medical,0.445,CW0014,39,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000426,FAM00442,2021-11-27,Manhattan,4,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.344,CW0073,33,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000427,FAM00608,2023-06-24,Queens,14,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.192,CW0071,72,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000428,FAM00325,2024-02-04,Bronx,6,Hispanic/Latino,Emotional Abuse,Neighbor/Community,0.114,CW0039,70,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000429,FAM00516,2024-12-16,Bronx,16,Black/African American,Physical Abuse,Law Enforcement,0.365,CW0031,65,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000430,FAM00016,2023-05-26,Bronx,2,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.309,CW0050,64,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000431,FAM00336,2024-02-23,Queens,14,Unknown,Physical Abuse,Hospital/Medical,0.444,CW0016,72,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000432,FAM00258,2021-01-20,Bronx,12,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.444,CW0072,32,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000433,FAM00497,2021-08-18,Manhattan,12,Hispanic/Latino,Emotional Abuse,Shelter Staff,0.261,CW0051,47,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000434,FAM00160,2021-06-04,Staten Island,13,Multiracial,Neglect - Inadequate Food/Clothing/Shelter,Daycare/Childcare,0.334,CW0015,75,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000435,FAM00475,2024-11-16,Queens,12,White,Neglect - Inadequate Supervision,Daycare/Childcare,0.314,CW0038,72,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000436,FAM00380,2021-11-02,Brooklyn,9,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.348,CW0079,53,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000437,FAM00545,2024-01-23,Bronx,1,White,Neglect - Inadequate Supervision,Shelter Staff,0.234,CW0071,61,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000438,FAM00427,2021-03-15,Queens,0,Asian,Neglect - Educational,Hospital/Medical,0.463,CW0072,63,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000439,FAM00613,2023-01-27,Manhattan,15,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.23,CW0021,31,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000440,FAM00268,2024-04-07,Bronx,9,Hispanic/Latino,Domestic Violence Exposure,Law Enforcement,0.378,CW0016,31,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000441,FAM00577,2024-02-06,Bronx,12,Hispanic/Latino,Neglect - Inadequate Supervision,Shelter Staff,0.247,CW0067,39,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000442,FAM00417,2021-10-31,Queens,6,Unknown,Neglect - Educational,School/Educational Staff,0.242,CW0065,52,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000443,FAM00168,2023-05-31,Manhattan,1,Hispanic/Latino,Neglect - Inadequate Supervision,Law Enforcement,0.348,CW0013,44,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000444,FAM00043,2021-09-19,Queens,1,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.293,CW0064,41,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000445,FAM00556,2021-03-27,Queens,10,Asian,Neglect - Educational,Hospital/Medical,0.302,CW0061,72,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000446,FAM00285,2022-09-24,Brooklyn,6,Hispanic/Latino,Physical Abuse,School/Educational Staff,0.3,CW0032,46,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000447,FAM00397,2023-01-17,Brooklyn,2,Black/African American,Domestic Violence Exposure,Daycare/Childcare,0.396,CW0012,47,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000448,FAM00012,2021-03-23,Brooklyn,7,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.338,CW0041,43,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000449,FAM00607,2023-01-03,Brooklyn,0,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.395,CW0066,46,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000450,FAM00302,2022-03-07,Brooklyn,8,Asian,Neglect - Inadequate Supervision,Family Member,0.222,CW0008,44,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000451,FAM00253,2024-10-28,Queens,3,Black/African American,Neglect - Educational,School/Educational Staff,0.282,CW0059,41,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000452,FAM00499,2022-05-27,Manhattan,12,White,Neglect - Medical,Shelter Staff,0.287,CW0025,45,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000453,FAM00035,2024-09-27,Queens,4,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.497,CW0005,61,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000454,FAM00090,2021-07-30,Brooklyn,6,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.358,CW0045,52,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000455,FAM00605,2022-12-26,Manhattan,0,Unknown,Physical Abuse,Anonymous,0.166,CW0002,67,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000456,FAM00602,2024-02-21,Manhattan,0,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.285,CW0042,63,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000457,FAM00418,2023-04-13,Manhattan,5,Black/African American,Physical Abuse,Shelter Staff,0.317,CW0038,63,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000458,FAM00115,2024-06-25,Manhattan,6,Hispanic/Latino,Neglect - Educational,Shelter Staff,0.196,CW0003,45,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000459,FAM00617,2021-11-13,Bronx,8,Asian,Emotional Abuse,Law Enforcement,0.367,CW0046,63,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000460,FAM00196,2022-04-30,Brooklyn,3,Black/African American,Neglect - Medical,Daycare/Childcare,0.379,CW0022,69,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000461,FAM00501,2021-11-29,Bronx,10,Black/African American,Physical Abuse,School/Educational Staff,0.347,CW0033,36,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000462,FAM00626,2021-12-29,Brooklyn,14,Black/African American,Domestic Violence Exposure,School/Educational Staff,0.343,CW0032,62,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000463,FAM00493,2023-04-25,Brooklyn,12,Black/African American,Neglect - Educational,Daycare/Childcare,0.365,CW0017,33,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000464,FAM00075,2021-02-20,Manhattan,0,White,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.27,CW0056,72,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000465,FAM00413,2022-01-03,Staten Island,6,Hispanic/Latino,Physical Abuse,Anonymous,0.167,CW0003,36,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000466,FAM00376,2022-11-12,Manhattan,1,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Anonymous,0.092,CW0070,47,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000467,FAM00420,2023-04-24,Manhattan,3,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.098,CW0049,33,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000468,FAM00277,2024-10-03,Brooklyn,17,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.283,CW0055,78,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000469,FAM00394,2022-05-24,Manhattan,1,Multiracial,Neglect - Educational,Hospital/Medical,0.429,CW0077,40,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000470,FAM00457,2022-07-01,Bronx,7,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.049,CW0031,72,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000471,FAM00192,2021-11-23,Bronx,9,Unknown,Neglect - Educational,Hospital/Medical,0.443,CW0021,49,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000472,FAM00099,2024-12-07,Brooklyn,10,Hispanic/Latino,Physical Abuse,School/Educational Staff,0.349,CW0016,40,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000473,FAM00548,2021-08-10,Brooklyn,8,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.136,CW0017,44,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
